formula,symmetry_type,symmetry_value,in_c2db,in_2dmatpedia_final
Cu2Li2O4,number,8,False,True
Cu2Li2O8P2,number,113,False,True
Cu2Li2O8P2,number,51,False,True
Cu2Li2Se2,number,129,True,False
Cu2Li2V2O8,number,51,False,True
Cu2LiC2O6,number,1,False,True
Cu2LiF5,number,25,False,True
Cu2Mg2,number,191,False,True
Cu2Mg2Br6,number,162,True,False
Cu2Mg2Ge2,number,129,False,True
Cu2Mg2I6,number,162,True,False
Cu2Mn2Cl6,number,162,True,False
Cu2Mn2I6,number,162,True,False
Cu2MnBr2S2Se,number,8,True,False
Cu2MnBr2S3,number,12,True,False
Cu2MnCl4,number,25,False,True
Cu2MnIS6,number,8,True,False
Cu2MoBr2SSe4,number,1,True,False
Cu2MoO4,number,111,True,False
Cu2MoO4,number,8,True,False
Cu2MoS4,number,1,True,False
Cu2MoS4,number,111,True,False
Cu2MoSe4,number,111,True,False
Cu2MoTe4,number,111,True,False
Cu2N12,number,31,False,True
Cu2N6,number,49,False,True
Cu2Na2Te2,number,129,True,False
Cu2Na2Ti2S6,number,11,False,True
Cu2Nb4Zn4O16,number,2,False,True
Cu2Nb6Br2I3SSe5Te,number,1,True,False
Cu2Ni2Br6,number,162,True,False
Cu2Ni2Cl6,number,162,True,False
Cu2Ni2I6,number,162,True,False
Cu2NiI2S3,number,12,True,False
Cu2O,number,191,True,False
Cu2O12P4,number,12,True,False
Cu2O12Sb4,number,12,True,False
Cu2O2,number,10,True,False
Cu2O2,number,164,True,False
Cu2O2,number,187,True,False
Cu2O4,number,164,False,True
Cu2O4P2,number,26,True,False
Cu2O4S,number,21,True,True
Cu2O4Sb2,number,26,True,False
Cu2O4Se,number,21,True,False
Cu2O4Te,number,21,True,False
Cu2O5,number,21,True,False
Cu2O6P2,number,12,True,False
Cu2O6P2,number,162,True,False
Cu2O6Sb2,number,12,True,False
Cu2O6Si2,number,51,True,True
Cu2OS4,number,21,True,False
Cu2P2S4,number,26,True,False
Cu2P2S6,number,162,True,False
Cu2P2SSe5,number,1,True,False
Cu2P2Se4,number,2,True,False
Cu2P2Se4,number,26,True,False
Cu2P2Se6,number,162,True,False
Cu2P2Se6,number,2,True,False
Cu2P2Te4,number,26,True,False
Cu2P2Te6,number,162,True,False
Cu2P4S12,number,12,True,False
Cu2P6Si4,number,6,False,True
Cu2Pb2Br6,number,162,True,False
Cu2Pb2Cl6,number,162,True,False
Cu2Pb2I6,number,12,True,False
Cu2Pb2Yb2Se6,number,51,False,True
Cu2Pb4B4O12,number,14,False,True
Cu2PbI2S2,number,1,True,False
Cu2Pd2Br6,number,162,True,False
Cu2Pd2Cl6,number,162,True,False
Cu2Pd2I6,number,162,True,False
Cu2PtC6N8,number,164,True,False
Cu2PtI2O2S,number,6,True,False
Cu2ReBr6,number,162,True,False
Cu2ReCl6,number,147,True,False
Cu2ReF6,number,2,True,False
Cu2ReH6,number,5,True,False
Cu2ReI6,number,147,True,False
Cu2ReI6,number,162,True,False
Cu2ReIO2S,number,1,True,False
Cu2RhSe3Te,number,3,True,False
Cu2S,number,191,True,False
Cu2S12Sb4,number,12,True,False
Cu2S2,number,10,True,True
Cu2S2,number,129,True,False
Cu2S2,number,164,True,False
Cu2S2,number,187,True,False
Cu2S2,number,59,True,True
Cu2S3Se,number,6,True,False
Cu2S4,number,14,True,False
Cu2S4,number,6,False,True
Cu2S4Sb2,number,26,True,True
Cu2S4Se,number,21,True,False
Cu2S4Te,number,21,True,False
Cu2S5,number,21,True,False
Cu2S6Sb2,number,12,True,False
Cu2S6Sb2,number,162,True,False
Cu2S6Si2,number,51,True,False
Cu2S6Te2,number,162,True,False
Cu2Sb2Se4,number,26,True,True
Cu2Sb2Se6,number,162,True,False
Cu2Sb2Te4,number,26,True,False
Cu2Sb2Te6,number,162,True,False
Cu2Se,number,191,True,False
Cu2Se2,number,10,True,True
Cu2Se2,number,129,True,True
Cu2Se2,number,164,True,False
Cu2Se2,number,187,True,False
Cu2Se2,number,59,True,False
Cu2Se4,number,12,True,False
Cu2Se4,number,14,True,False
Cu2Se4,number,25,False,True
Cu2Sn2Cl6,number,162,True,False
Cu2Sn2O6,number,51,True,False
Cu2Sn2S6,number,51,True,False
Cu2Sr2,number,191,True,True
Cu2Sr3Br2O4,number,123,True,False
Cu2Sr3Br2S4,number,123,True,False
Cu2Sr3Cl2O4,number,123,True,False
Cu2Sr3Cl2S4,number,123,True,False
Cu2Sr3I2O4,number,123,True,False
Cu2Sr3I2S4,number,123,True,False
Cu2SrF12,number,115,True,False
Cu2SrO8,number,89,True,False
Cu2SrS8,number,89,True,False
Cu2TbS2,number,164,False,True
Cu2Te,number,191,True,False
Cu2Te2,number,10,False,True
Cu2Te2,number,123,True,False
Cu2Te2,number,164,True,False
Cu2Te2,number,187,True,False
Cu2Te2,number,59,True,True
Cu2Te2,number,7,True,False
Cu2Te4,number,115,False,True
Cu2Te4,number,12,True,False
Cu2Te4,number,14,True,False
Cu2Ti2,number,129,False,True
Cu2Tl2S2,number,11,True,False
Cu2Tl2S2,number,156,True,False
Cu2TmS2,number,164,False,True
Cu2V2As4O12,number,13,True,False
Cu2V2As4O12,number,4,True,False
Cu2V2O12P4,number,4,True,False
Cu2V2O8,number,51,True,True
Cu2V2P4Te12,number,2,True,False
Cu2V2S8,number,51,True,False
Cu2V2Sb4Se12,number,13,True,False
Cu2V2Sb4Te12,number,13,True,False
Cu2V3Br5ClSe3,number,8,True,False
Cu2VS5,number,6,True,False
Cu2W2Cl2S3Se,number,1,True,False
Cu2W2F4O6,number,51,False,True
Cu2WO4,number,111,True,False
Cu2WO4,number,8,True,False
Cu2WS4,number,1,True,False
Cu2WS4,number,111,True,True
Cu2WSe4,number,111,True,True
Cu2WTe4,number,111,True,False
Cu2YS2,number,164,False,True
Cu2Zn2Ge4O12,number,13,False,True
Cu2Zn2O12Si4,number,13,False,True
Cu2Zr2,number,129,False,True
Cu2Zr4Ge8,number,129,False,True
Cu3AsO4,number,156,True,False
Cu3AsS4,number,156,True,False
Cu3Br2IO4,number,1,True,False
Cu3Br2O6Te2,number,12,False,True
Cu3Br2Se2,number,8,True,False
Cu3Br3ClSSe2,number,1,True,False
Cu3Br4,number,6,True,False
Cu3Br5SSe,number,1,True,False
Cu3Cl2O6Se2,number,12,False,True
Cu3Cl3,number,1,True,False
Cu3Cl3,number,157,True,False
Cu3Cl3,number,25,True,False
Cu3Cl3,number,3,True,False
Cu3Cl4,number,3,True,False
Cu3Cl4S2Si,number,1,True,False
Cu3I3,number,157,True,False
Cu3I3,number,187,True,False
Cu3I3,number,25,True,False
Cu3I3,number,3,True,False
Cu3I3S3Se,number,1,True,False
Cu3I4,number,157,True,False
Cu3I5,number,157,True,False
Cu3I6,number,157,True,False
Cu3IrBrI3S2Se2,number,1,True,False
Cu3Li2F8,number,2,False,True
Cu3Mo3O12,number,1,False,True
Cu3MoBr3S3Se2,number,6,True,False
Cu3NiBr2Cl2OS2,number,1,True,False
Cu3O4P,number,156,True,False
Cu3O4Sb,number,156,True,False
Cu3PS4,number,156,True,False
Cu3PtBr2Se4,number,1,True,False
Cu3S4Sb,number,156,True,False
Cu3Se2,number,187,True,False
Cu3Tl2O18Se6,number,2,False,True
Cu3Y2O6,number,12,False,True
Cu4Br2Cl4Se,number,1,True,False
Cu4Br2I2OS2,number,3,True,False
Cu4Br2O6,number,11,False,True
Cu4Br4,number,26,True,False
Cu4Br4F4O4,number,14,True,False
Cu4Br4F4S4,number,14,True,False
Cu4Br4H4O4,number,14,True,False
Cu4Br4H4S4,number,14,True,False
Cu4Br4N16S16,number,14,False,True
Cu4Br4O4,number,14,True,False
Cu4Br4S4,number,14,True,False
Cu4Br4Se4,number,14,True,False
Cu4Br4Te4,number,14,True,False
Cu4Br6,number,59,True,False
Cu4C4O12,number,14,False,True
Cu4Cl4,number,14,True,False
Cu4Cl4,number,49,True,False
Cu4Cl4F4O4,number,14,True,False
Cu4Cl4F4S4,number,14,True,False
Cu4Cl4H4O4,number,14,True,True
Cu4Cl4H4S4,number,14,True,False
Cu4Cl4O4,number,14,True,False
Cu4Cl4S4,number,14,True,False
Cu4Cl4S6,number,2,True,False
Cu4Cl4Se4,number,14,True,False
Cu4Cl4Te4,number,14,True,False
Cu4F4H4O4,number,14,True,True
Cu4F4H4S4,number,53,True,False
Cu4F4I4O4,number,14,True,False
Cu4F4I4S4,number,14,True,False
Cu4F4O4,number,14,True,False
Cu4F4S4,number,14,True,False
Cu4F8,number,51,True,False
Cu4F8,number,67,True,False
Cu4F8O4,number,14,True,False
Cu4F8S4,number,14,True,False
Cu4Fe2Sr4O14,number,26,False,True
Cu4Fe8S14,number,51,False,True
Cu4GaAsCl6S3,number,8,True,False
Cu4H4I4O4,number,14,True,False
Cu4H4I4S4,number,14,True,False
Cu4Hg4Br4S4,number,26,False,True
Cu4Hg4Br4Se4,number,51,False,True
Cu4Hg4Cl4S4,number,26,False,True
Cu4I2O6,number,11,False,True
Cu4I4,number,18,True,False
Cu4I4,number,57,True,False
Cu4I4O4,number,14,True,False
Cu4I4S4,number,14,True,False
Cu4I4Se4,number,14,True,False
Cu4I4Te4,number,14,True,False
Cu4I6,number,27,True,False
Cu4I6,number,28,True,False
Cu4I8,number,13,True,False
Cu4I8,number,31,True,False
Cu4K4Te4,number,51,True,False
Cu4Li2F10,number,11,False,True
Cu4Li2V2O12,number,31,True,False
Cu4Li2V2S12,number,59,True,False
Cu4Li4F10,number,11,False,True
Cu4Li4F14,number,2,False,True
Cu4Li4F14,number,4,False,True
Cu4Li4O8,number,2,False,True
Cu4Mo2Sr4O14,number,6,False,True
Cu4Ni2Sr4O14,number,26,False,True
Cu4O12S2,number,14,True,False
Cu4O12S4,number,14,True,False
Cu4O12Se2,number,14,True,False
Cu4O12Se4,number,14,True,True
Cu4O12Te2,number,14,True,False
Cu4O12Te4,number,14,True,True
Cu4O20Te8,number,14,False,True
Cu4O4,number,26,False,True
Cu4ReCl5S4,number,1,True,False
Cu4S12Se2,number,14,True,False
Cu4S12Te2,number,14,True,False
Cu4S12Te4,number,14,True,False
Cu4S14,number,14,True,False
Cu4S2,number,191,False,True
Cu4S2,number,26,False,True
Cu4S2,number,4,False,True
Cu4S2,number,51,True,False
Cu4S2,number,90,True,False
Cu4S4,number,2,False,True
Cu4Sb4,number,51,True,False
Cu4Se2,number,191,False,True
Cu4Se2,number,4,False,True
Cu4Se2,number,51,True,True
Cu4Se2,number,90,True,False
Cu4Se4,number,2,False,True
Cu4Sn2Sr4O14,number,26,False,True
Cu4Sr4O14Sb2,number,26,False,True
Cu4Sr4O14Te2,number,26,False,True
Cu4Sr4O6,number,65,False,True
Cu4Sr4Ta2O14,number,26,False,True
Cu4Sr4Ti2O14,number,26,False,True
Cu4Sr4V2O14,number,6,False,True
Cu4Sr4W2O14,number,6,False,True
Cu4Ta2Tl2S8,number,28,False,True
Cu4Te2,number,191,False,True
Cu4Te2,number,4,False,True
Cu4Te2,number,51,False,True
Cu4Te2,number,90,True,False
Cu4Te4,number,13,True,False
Cu4Te4,number,2,False,True
Cu4Tl4S4,number,39,True,False
Cu4V4O14,number,13,False,True
Cu4Zn4Ge8O24,number,14,False,True
Cu5GaMg2Cl8Se4,number,1,True,False
Cu5I5,number,157,True,False
Cu5SnAs2Cl5I3S4,number,1,True,False
Cu6Br2Cl6S3Se,number,1,True,False
Cu6Br6,number,1,True,False
Cu6Cl4O12Se4,number,2,False,True
Cu6Cl6,number,1,True,False
Cu6Cl6,number,31,True,False
Cu6Cl8,number,18,True,False
Cu6F10O2,number,2,False,True
Cu6F10O2,number,4,False,True
Cu6I6,number,26,True,False
Cu6I6,number,27,True,False
Cu6I6,number,53,True,False
Cu6Li2F20,number,7,False,True
Cu6O18Se6,number,2,False,True
Cu6S4,number,1,True,False
Cu6S4,number,14,True,False
Cu6S4,number,164,True,False
Cu6S4,number,187,True,False
Cu6Se5,number,157,True,False
Cu6Te4,number,12,True,False
Cu6Te4,number,26,True,False
Cu6Te6,number,59,True,False
Cu6Tl2S4,number,12,False,True
Cu6Y2O12,number,1,False,True
Cu8Br8,number,57,True,False
Cu8C4H8O20,number,14,False,True
Cu8Cl8,number,39,True,False
Cu8Cl8,number,67,True,False
Cu8O24P8,number,14,False,True
Cu8Te8,number,31,True,False
Cu8W4O16,number,2,False,True
Cu9Br11,number,157,True,False
Cu9Cl9,number,157,True,False
Cu9I11,number,157,True,False
CuAs2S6Sb,number,143,True,False
CuAs2SbSe6,number,143,True,False
CuAs2SbTe6,number,143,True,False
CuAsBr2,number,25,True,False
CuAsCl3O,number,25,True,False
CuAsClIN2,number,6,True,False
CuAsI2S2,number,6,True,False
CuAsSTe2,number,1,True,False
CuB2C8N8,number,12,False,True
CuB6C6H4O2,number,6,True,False
CuB6F4N6O2,number,6,True,False
CuB6H4N6S2,number,6,True,False
CuBr,number,187,True,True
CuBr2,number,115,True,True
CuBr2,number,12,False,True
CuBr2,number,164,True,False
CuBr2,number,187,True,False
CuBr2N,number,1,True,False
CuBr3IS3Sb2,number,1,True,False
CuBrCl,number,8,True,False
CuBrClGeSSe,number,6,True,False
CuBrClS,number,1,True,False
CuBrGe2O6,number,8,True,False
CuBrGeI,number,6,True,False
CuBrGeIS2,number,25,True,False
CuBrGeTe,number,156,True,False
CuBrIS,number,1,True,False
CuBrO2,number,10,False,True
CuBrSiTe3,number,1,True,False
CuC12F4O2,number,6,True,False
CuC12F4S2,number,6,True,False
CuC12H4O2,number,6,True,False
CuC6H4N6O2,number,6,True,False
CuC6H4N6S2,number,25,True,False
CuCO3,number,6,False,True
CuCl,number,156,False,True
CuCl,number,187,True,False
CuCl2,number,115,True,True
CuCl2,number,164,True,False
CuCl2,number,187,True,False
CuCl2S2Sb,number,8,True,False
CuCl3,number,47,True,False
CuCl6Ge,number,5,True,False
CuClSSe,number,8,True,False
CuClTe,number,25,True,False
CuF,number,187,False,True
CuF2,number,115,True,True
CuF2,number,164,True,False
CuF2,number,187,True,False
CuF2O2,number,164,True,False
CuF2S2,number,164,True,False
CuF6Ge,number,12,True,False
CuFe2O4,number,187,True,False
CuFe2S4,number,187,True,False
CuFe3NO5,number,8,True,False
CuFeCl2OSe,number,25,True,False
CuFeCl3Ge2HO6,number,1,True,False
CuFeClIS2,number,8,True,False
CuFeI2S2,number,25,True,False
CuFeITe,number,156,True,False
CuFeS2,number,156,False,True
CuFeZnS5,number,6,True,False
CuGa2Br3ClS,number,8,True,False
CuGa2BrIS3,number,25,True,False
CuGa3Cl4S2,number,3,True,False
CuGaAs2O6,number,149,True,False
CuGaAs2S6,number,149,True,False
CuGaAs2Se6,number,149,True,False
CuGaAs2Te6,number,149,True,False
CuGaBr2S2,number,25,True,False
CuGaBrClIS,number,6,True,False
CuGaBrClS2,number,25,True,False
CuGaBrClSe2,number,1,True,False
CuGaBrSe3,number,6,True,False
CuGaCl3S2,number,1,True,False
CuGaI2Se2,number,25,True,False
CuGaI6,number,5,True,False
CuGaIrMnSSe7,number,1,True,False
CuGaO6P2,number,149,True,False
CuGaO6Sb2,number,149,True,False
CuGaP2S6,number,149,True,False
CuGaP2Se6,number,149,True,False
CuGaP2Te6,number,149,True,False
CuGaS2,number,156,False,True
CuGaS4,number,10,True,False
CuGaS6Sb2,number,149,True,False
CuGaSb2Se6,number,149,True,False
CuGaSb2Te6,number,149,True,False
CuGaWBr2S3,number,8,True,False
CuGeH6,number,12,True,False
CuGeSeTe,number,8,True,False
CuH,number,187,True,False
CuH2,number,123,True,False
CuH2,number,187,True,False
CuH2O2,number,164,True,False
CuH2S2,number,164,True,False
CuH4N12S2,number,6,True,False
CuHO2,number,10,False,True
CuHf2IrCl2HSe7,number,1,True,False
CuHg3,number,191,False,True
CuHgInSr2O5,number,99,True,False
CuHgInSr2S5,number,99,True,False
CuHgO2,number,10,False,True
CuHgSr2TlO5,number,99,True,False
CuHgSr2TlS5,number,99,True,False
CuI,number,187,True,True
CuI2,number,115,True,True
CuI2,number,164,True,False
CuI2,number,187,True,False
CuI2O2,number,10,True,False
CuI2S2Sb,number,25,True,False
CuI2SSbSe,number,8,True,False
CuI2SbSe2,number,25,True,False
CuIn5Cl8OPS3Se,number,1,True,False
CuInAs2O6,number,149,True,False
CuInAs2S6,number,149,True,False
CuInAs2Se6,number,149,True,False
CuInAs2Te6,number,149,True,False
CuInBrIS2,number,6,True,False
CuInClIS2,number,6,True,False
CuInI4S2,number,3,True,False
CuInNiBrClO3,number,8,True,False
CuInO6P2,number,149,True,False
CuInP2S6,number,143,True,False
CuInP2S6,number,149,True,False
CuInP2Se6,number,143,True,False
CuInP2Se6,number,149,True,True
CuInP2Te6,number,149,True,False
CuInPbBr2S3Si,number,156,True,False
CuInS6Sb2,number,149,True,False
CuInSb2Se6,number,149,True,False
CuInSb2Te6,number,149,True,False
CuInSe2,number,99,True,False
CuIrBrISTe,number,6,True,False
CuIrCl2S2,number,25,True,False
CuIrClO2PS,number,1,True,False
CuIrI4O2,number,38,True,False
CuIrMnHIO6,number,1,True,False
CuIrMoRh3B2CISe5,number,1,True,False
CuIrO6,number,5,True,False
CuIrSe2,number,6,True,False
CuLi2,number,187,True,False
CuLi2F5,number,10,False,True
CuLi2Ni4BrSb2,number,1,True,False
CuLi2O2,number,12,True,False
CuLi2P,number,187,False,True
CuLi2S2,number,12,True,False
CuLiCO3,number,1,False,True
CuLiCl2O2,number,5,True,False
CuLiFO2,number,25,True,False
CuLiMoBr2O2,number,8,True,False
CuLiO12P4,number,1,False,True
CuLiO2,number,10,False,True
CuLiS2,number,10,False,True
CuMgBrS,number,25,True,False
CuMgMnBr2Cl2S2,number,6,True,False
CuMgMnCl3S2,number,1,True,False
CuMgO2,number,115,False,True
CuMn3O8,number,164,False,True
CuMn6BBr3ClO6Se2,number,1,True,False
CuMnBr2O2,number,6,True,False
CuMnBr2OS,number,8,True,False
CuMnBr2S3,number,1,True,False
CuMnBr2Se2,number,35,True,False
CuMnBrIO3,number,8,True,False
CuMnCl2,number,6,True,False
CuMnCl6,number,5,True,False
CuMnGeIO8,number,3,True,False
CuMnI3S2,number,1,True,False
CuMnMoI2OS,number,6,True,False
CuMnNbBr2S2,number,156,True,False
CuMnOTe2,number,156,True,False
CuMnS2Se,number,156,True,False
CuMnSe4,number,1,True,False
CuMnSeTe2,number,1,True,False
CuMnSn3I6S2Se,number,1,True,False
CuMnWS4,number,6,True,False
CuMnWS4Se,number,6,True,False
CuMoAsBrCl2IO2Si,number,1,True,False
CuMoBr2,number,25,True,False
CuMoBr2O2,number,6,True,False
CuMoF6,number,2,False,True
CuMoTa2I4O4,number,1,True,False
CuN2,number,47,False,True
CuNa2,number,187,True,False
CuNa2O2,number,12,True,False
CuNa2S2,number,12,True,False
CuNb2I2SSe2,number,6,True,False
CuNb2S4,number,164,False,True
CuNb3Br3ISeTe,number,1,True,False
CuNb3Br6O2,number,1,True,False
CuNb3BrClS2,number,6,True,False
CuNbBr2S,number,6,True,False
CuNbBr2Se3,number,1,True,False
CuNbBrClO2,number,1,True,False
CuNbBrTe,number,156,True,False
CuNbCl2Ge2Se5SiTe2,number,1,True,False
CuNbCl2NO,number,8,True,False
CuNbCl2O2,number,6,True,False
CuNbNiI2N3,number,8,True,False
CuNbP2S6,number,5,True,False
CuNi2O4,number,187,True,False
CuNi2S4,number,187,True,False
CuNi3Se5Te3,number,6,True,False
CuNiBrIS2,number,25,True,False
CuNiOsBrClS3,number,1,True,False
CuNiPdPtClI3O4,number,1,True,False
CuNiReBr8,number,2,True,False
CuNiSeSi2Te5,number,1,True,False
CuNiTaI2N2OS,number,8,True,False
CuO2,number,115,True,False
CuO2,number,164,True,False
CuO2,number,187,True,False
CuO2,number,47,False,True
CuO4Te,number,10,False,True
CuOSeTe,number,25,True,False
CuOsBrS2Se3,number,1,True,False
CuP2S6Sb,number,143,True,False
CuP2SbSe6,number,143,True,False
CuP2SbTe6,number,143,True,False
CuPb2Cl2O4,number,99,False,True
CuPb3Se4,number,6,True,False
CuPbBr2O2,number,6,True,False
CuPbF6,number,12,True,False
CuPd2O4,number,187,True,False
CuPd2S4,number,187,True,False
CuPdBrIO2,number,6,True,False
CuPt2BrClSe5,number,1,True,False
CuPtCl6,number,149,True,False
CuPtI2S2,number,10,True,False
CuRe2Br4Se,number,6,True,False
CuReRhS3Te3,number,1,True,False
CuReSSe,number,25,True,False
CuRhBr2O,number,8,True,False
CuRhBr2S2,number,25,True,False
CuRuCl3Se,number,1,True,False
CuRuITe,number,25,True,False
CuS,number,156,False,True
CuS2,number,115,True,False
CuS2,number,164,True,True
CuS2,number,187,True,False
CuS6Sb3,number,143,True,False
CuSb3Se6,number,143,True,False
CuSb3Te6,number,143,True,False
CuScAs2O6,number,149,True,False
CuScAs2S6,number,149,True,False
CuScAs2Se6,number,149,True,False
CuScAs2Te6,number,149,True,False
CuScO6P2,number,149,True,False
CuScO6Sb2,number,149,True,False
CuScP2S6,number,149,True,False
CuScP2Se6,number,149,True,False
CuScP2Te6,number,149,True,False
CuScS6Sb2,number,149,True,False
CuScSb2Se6,number,149,True,False
CuScSb2Te6,number,149,True,False
CuSe2,number,115,True,False
CuSe2,number,164,True,True
CuSe2,number,187,True,False
CuSnF6,number,12,True,False
CuSnH6,number,65,True,False
CuSnI2S2,number,25,True,False
CuSnS4,number,10,True,False
CuSnWCl4GeO6,number,1,True,False
CuSr2Br2O2,number,123,True,True
CuSr2Br2S2,number,123,True,False
CuSr2Br2Se2,number,38,True,False
CuSr2Br2Te2,number,38,True,False
CuSr2Cl2O2,number,123,True,True
CuSr2Cl2S2,number,38,True,False
CuSr2Cl2Se2,number,38,True,False
CuSr2Cl2Te2,number,38,True,False
CuSr2F2O2,number,38,True,False
CuSr2F2S2,number,38,True,False
CuSr2F2Se2,number,38,True,False
CuSr2F2Te2,number,38,True,False
CuSr2I2O2,number,123,True,True
CuSr2I2S2,number,123,True,False
CuSr2I2Se2,number,38,True,False
CuSr2I2Te2,number,38,True,False
CuSrBr2FS,number,1,True,False
CuTe2,number,115,True,False
CuTe2,number,12,False,True
CuTe2,number,164,True,False
CuTe2,number,187,True,False
CuTiF6,number,2,False,True
CuTl2F4,number,123,False,True
CuTlAs2O6,number,149,True,False
CuTlAs2S6,number,149,True,False
CuTlAs2Se6,number,149,True,False
CuTlAs2Te6,number,149,True,False
CuTlO6P2,number,149,True,False
CuTlO6Sb2,number,149,True,False
CuTlP2S6,number,149,True,False
CuTlP2Se6,number,149,True,False
CuTlP2Te6,number,149,True,False
CuTlS6Sb2,number,149,True,False
CuTlSb2Se6,number,149,True,False
CuTlSb2Te6,number,149,True,False
CuV2O6,number,12,True,True
CuVAs2S6,number,5,True,False
CuVAs2Se6,number,5,True,False
CuVAs2Te6,number,5,True,False
CuVO2,number,156,True,False
CuVP2S6,number,5,True,False
CuVP2Se6,number,5,True,False
CuVP2Te6,number,5,True,False
CuVS2,number,156,True,False
CuVS6Sb2,number,5,True,False
CuVSb2Te6,number,5,True,False
CuVSe2,number,156,True,False
CuVTe2,number,156,True,False
CuVYF6,number,5,True,False
CuW2Br4S,number,6,True,False
CuW3AsCl4GeSSe5,number,1,True,False
CuWBr2Cl2N2,number,8,True,False
CuWBr2Ge2I2S3Se,number,1,True,False
CuWBr2OS,number,8,True,False
CuWBr3Cl2Se,number,1,True,False
CuWBrI5,number,1,True,False
CuWBrTe3,number,6,True,False
CuWSTe2,number,6,True,False
CuYCl4,number,2,True,False
CuZn2As2O8,number,2,False,True
CuZn3,number,191,False,True
CuZnBrClF2,number,8,True,False
CuZnClIS2,number,25,True,False
CuZnClISe2,number,1,True,False
Dy2B2C2,number,51,False,True
Dy2Br2S2,number,59,False,True
Dy2Br6,number,59,False,True
Dy2C,number,164,False,True
Dy2Cl6,number,59,False,True
Dy2F6,number,59,False,True
Dy2I2S2,number,59,False,True
Dy2I6,number,59,False,True
Dy2S6,number,51,False,True
Dy2Se6,number,51,False,True
Dy2Te6,number,129,False,True
Dy2Te6,number,51,False,True
Dy2Zn2O2P2,number,164,False,True
Dy4O26Te10,number,2,False,True
DyAs2,number,21,False,True
DyP2,number,21,False,True
DySb2,number,21,False,True
Er2Cl2H2,number,164,False,True
Er2Cl2O2,number,59,False,True
Er2Cl2S2,number,59,False,True
Er2Fe2Ge4,number,129,False,True
Er2I2Se2,number,59,False,True
Er2Mg2Ru,number,123,False,True
Er2Na2O16S4,number,11,False,True
Er2Ni2Ge4,number,129,False,True
Er2S6,number,51,False,True
Er2Se6,number,51,False,True
Er2Te6,number,129,False,True
Er2Te6,number,51,False,True
Er4O26Te10,number,2,False,True
Er6Br7,number,2,False,True
Er6Cl7,number,2,False,True
Er6F7,number,2,False,True
Er6I7,number,12,False,True
ErAs2,number,21,False,True
ErP2,number,21,False,True
ErRe2O8,number,147,False,True
ErSb2,number,21,False,True
Eu2Br2O2,number,129,False,True
Eu2I2O2,number,129,False,True
Eu2ZnGe3,number,187,False,True
Eu3S3,number,123,False,True
Eu3Se3,number,123,False,True
Eu3Te3,number,123,False,True
EuAs2,number,6,False,True
EuC2,number,12,False,True
EuGe3,number,187,False,True
EuN2,number,38,False,True
