formula,symmetry_type,symmetry_value,in_c2db,in_2dmatpedia_final
H4O10Si4,number,3,False,True
H4O10Si4,number,7,False,True
H4O12Te4,number,1,False,True
H4O12Te4,number,4,True,True
H4O8Te2,number,14,False,True
H4O8Te2,number,7,False,True
H4S10Si4,number,18,True,False
H6I6N4,number,11,False,True
H6O18P6Sb4,number,2,False,True
HO6S2Sb,number,1,True,False
HO6SbSe2,number,8,True,False
HO6SbTe2,number,8,True,False
HS6SbSe2,number,1,True,False
HS6SbTe2,number,1,True,False
HS8Sb,number,1,True,False
Hf25Te16,number,115,True,False
Hf26Te16,number,111,True,False
Hf2As2O6,number,12,True,False
Hf2As2S6,number,12,True,False
Hf2As2Se6,number,12,True,False
Hf2As2Te6,number,12,True,False
Hf2AsS2,number,164,True,False
Hf2AsSe2,number,164,True,False
Hf2AsTe2,number,164,True,False
Hf2BCl2,number,164,True,False
Hf2BF2,number,164,True,False
Hf2BH2,number,164,True,False
Hf2BO2,number,164,True,False
Hf2BS2,number,164,True,False
Hf2BSe2,number,164,True,False
Hf2BTe2,number,164,True,False
Hf2Br2,number,12,False,True
Hf2Br2,number,129,True,False
Hf2Br2,number,164,True,False
Hf2Br2C2,number,12,True,False
Hf2Br2C2,number,164,True,False
Hf2Br2C2,number,59,True,False
Hf2Br2Cl2,number,6,True,False
Hf2Br2I2,number,6,True,False
Hf2Br2N2,number,164,True,True
Hf2Br2N2,number,59,True,True
Hf2Br2N3,number,8,True,False
Hf2Br2O2,number,59,True,False
Hf2Br2OS,number,25,True,False
Hf2Br2S2,number,59,True,False
Hf2Br2S3,number,5,True,False
Hf2Br2SSe,number,25,True,False
Hf2Br2Se2,number,59,True,False
Hf2Br2Te2,number,59,True,False
Hf2Br3I,number,6,True,False
Hf2Br3IO2,number,35,True,False
Hf2Br3ISSe,number,3,True,False
Hf2Br4,number,11,True,True
Hf2Br4ClI,number,1,True,False
Hf2Br4OSe,number,65,True,False
Hf2Br4S4,number,12,True,False
Hf2Br4Se4,number,12,True,False
Hf2Br4Te4,number,12,True,False
Hf2Br6,number,12,False,True
Hf2Br6,number,162,True,True
Hf2Br6,number,189,True,False
Hf2Br8,number,1,False,True
Hf2BrCl2ISSe,number,1,True,False
Hf2BrCl2S3,number,1,True,False
Hf2BrCl3S2,number,8,True,False
Hf2BrClO2,number,6,True,False
Hf2BrClS2,number,25,True,False
Hf2BrI5,number,1,True,False
Hf2BrIOS,number,25,True,False
Hf2BrIS4,number,1,True,False
Hf2BrISSe,number,25,True,False
Hf2BrNSe,number,156,True,False
Hf2C,number,164,True,False
Hf2C2Cl2,number,164,True,False
Hf2C2Cl2,number,59,True,False
Hf2C2F2,number,164,True,False
Hf2C2F2,number,59,True,False
Hf2C2I2,number,164,True,False
Hf2C2I2,number,2,True,False
Hf2C2I2,number,59,True,False
Hf2C4,number,129,False,True
Hf2CCl2,number,164,True,False
Hf2CF2,number,164,True,False
Hf2CH2,number,164,True,False
Hf2CH2O2,number,164,True,False
Hf2CO2,number,164,True,False
Hf2CS2,number,164,True,False
Hf2CSe2,number,164,True,False
Hf2CTe2,number,164,True,False
Hf2Cl2,number,129,True,False
Hf2Cl2,number,164,True,True
Hf2Cl2N,number,164,True,False
Hf2Cl2N2,number,164,True,True
Hf2Cl2N2,number,59,True,False
Hf2Cl2O2,number,59,True,False
Hf2Cl2S2,number,59,True,False
Hf2Cl2Se2,number,59,True,False
Hf2Cl2Te2,number,59,True,False
Hf2Cl3S,number,35,True,False
Hf2Cl4,number,11,True,True
Hf2Cl4O2,number,25,True,False
Hf2Cl4S4,number,12,True,False
Hf2Cl4Se4,number,12,True,False
Hf2Cl6,number,162,True,False
Hf2Cl6,number,189,True,False
Hf2Cl6,number,2,False,True
Hf2Cl8,number,1,False,True
Hf2ClIN2,number,156,True,False
Hf2ClIS2,number,25,True,False
Hf2F2,number,129,True,False
Hf2F2,number,164,True,True
Hf2F2N,number,164,True,False
Hf2F2N2,number,164,True,False
Hf2F2N2,number,59,True,False
Hf2F2O2,number,59,True,False
Hf2F2S2,number,59,True,False
Hf2F2Se2,number,59,True,False
Hf2F2Te2,number,59,True,False
Hf2F4,number,11,True,True
Hf2F6,number,162,True,False
Hf2F6,number,189,True,False
Hf2F6,number,2,False,True
Hf2F8,number,7,False,True
Hf2Ge2S2,number,129,True,False
Hf2Ge2S8,number,31,True,False
Hf2Ge2Se2,number,129,True,False
Hf2Ge2Se8,number,31,True,False
Hf2Ge2Te2,number,129,True,False
Hf2Ge2Te8,number,31,True,True
Hf2Ge4,number,129,False,True
Hf2H2,number,164,True,False
Hf2H2N,number,164,True,False
Hf2H2NO2,number,164,True,False
Hf2Hg2,number,129,False,True
Hf2I2,number,129,True,False
Hf2I2,number,164,True,True
Hf2I2N,number,164,True,False
Hf2I2N2,number,164,True,True
Hf2I2N2,number,59,True,False
Hf2I2NO,number,25,True,False
Hf2I2NS,number,8,True,False
Hf2I2O2,number,59,True,False
Hf2I2OS,number,25,True,False
Hf2I2S2,number,59,True,False
Hf2I2S4,number,2,True,False
Hf2I2Se2,number,59,True,False
Hf2I2SeTe,number,6,True,False
Hf2I2Te2,number,59,True,False
Hf2I4,number,11,True,True
Hf2I4SSe,number,8,True,False
Hf2I4Se4,number,12,True,False
Hf2I4Te4,number,12,True,False
Hf2I5Se,number,8,True,False
Hf2I6,number,162,True,False
Hf2I6,number,189,True,False
Hf2I6,number,2,False,True
Hf2I8,number,2,False,True
Hf2ISTe,number,156,True,False
Hf2IrPdSe6,number,8,True,False
Hf2Mn2Br8,number,2,True,False
Hf2Mn3Br3ClO5,number,1,True,False
Hf2MnCl4Te,number,8,True,False
Hf2Mo2Br3ClNO3,number,3,True,False
Hf2Mo2ClI3S2Se2,number,3,True,False
Hf2Mo2O8,number,10,True,False
Hf2MoCl4Se4,number,3,True,False
Hf2MoI2S2,number,1,True,False
Hf2MoI3Se2,number,1,True,False
Hf2N,number,164,True,False
Hf2NO2,number,164,True,False
Hf2NS2,number,164,True,False
Hf2NSe2,number,164,True,False
Hf2NTe2,number,164,True,False
Hf2O2,number,10,True,False
Hf2O2,number,129,True,False
Hf2O2,number,164,True,False
Hf2O2,number,187,True,False
Hf2O2Te2,number,129,True,False
Hf2O6,number,59,True,False
Hf2O6P2,number,12,True,False
Hf2O6Sb2,number,162,True,False
Hf2P2S6,number,12,True,False
Hf2P2S6,number,2,True,False
Hf2P2Se6,number,12,True,False
Hf2P2Se6,number,2,True,False
Hf2P2Te6,number,12,True,False
Hf2P2Te6,number,2,True,False
Hf2PS2,number,164,True,False
Hf2PSe2,number,164,True,False
Hf2PTe2,number,164,True,False
Hf2Pb4,number,129,False,True
Hf2PdZrBrCl3O4,number,1,True,False
Hf2S10,number,59,True,True
Hf2S2,number,10,True,False
Hf2S2,number,129,True,True
Hf2S2,number,164,True,False
Hf2S2,number,187,True,False
Hf2S2Sb,number,164,True,False
Hf2S2Si2,number,129,True,False
Hf2S4Se,number,8,True,False
Hf2S6,number,59,True,True
Hf2S6Sb2,number,12,True,False
Hf2S8Si2,number,31,True,False
Hf2STe2,number,164,True,False
Hf2Sb2Se6,number,12,True,False
Hf2Sb2Te6,number,12,True,False
Hf2SbSe2,number,164,True,False
Hf2SbTe2,number,164,True,False
Hf2ScBr3SSe3,number,1,True,False
Hf2ScBr4ClOSe,number,1,True,False
Hf2ScI2N3,number,8,True,False
Hf2Se10,number,59,True,True
Hf2Se16Te6,number,2,False,True
Hf2Se2,number,11,True,False
Hf2Se2,number,123,True,False
Hf2Se2,number,129,True,True
Hf2Se2,number,164,True,False
Hf2Se2,number,187,True,False
Hf2Se2Si2,number,129,True,True
Hf2Se6,number,59,True,True
Hf2Se8Si2,number,31,True,False
Hf2SeTe,number,25,True,False
Hf2Si2Te2,number,129,True,True
Hf2Si2Te8,number,31,True,False
Hf2Si4,number,129,False,True
Hf2Sn2O6,number,162,False,True
Hf2Sn2S8,number,31,True,False
Hf2Sn2Se8,number,31,True,False
Hf2Sn2Te8,number,31,True,False
Hf2Sn4,number,59,False,True
Hf2Te10,number,59,True,True
Hf2Te2,number,123,True,False
Hf2Te2,number,129,True,True
Hf2Te2,number,164,True,False
Hf2Te2,number,187,True,False
Hf2Te6,number,11,False,True
Hf2Te6,number,59,True,True
Hf2Ti2Br3ClS4,number,1,True,False
Hf2Ti2Br7Cl,number,1,True,False
Hf2Ti2O8,number,26,True,False
Hf2Ti2S8,number,28,True,False
Hf2Ti2Se8,number,28,True,False
Hf2Ti2Te8,number,25,True,False
Hf2TiCl2N3,number,6,True,False
Hf2TiZrBr8,number,1,True,False
Hf2V2WC3O6,number,1,True,False
Hf2VClI3S,number,1,True,False
Hf2VClIO4,number,8,True,False
Hf2Zn2,number,129,False,True
Hf2Zr2Br2IS3Se2,number,1,True,False
Hf2Zr2O8,number,4,True,False
Hf2Zr2S8,number,28,True,False
Hf2Zr2Se8,number,28,True,False
Hf2Zr2Te8,number,25,True,False
Hf2Zr5C3HNO8,number,1,True,False
Hf2ZrHO6,number,8,True,False
Hf2ZrSe6,number,162,True,False
Hf3B2,number,187,True,False
Hf3B2Cl2,number,187,True,False
Hf3B2F2,number,187,True,False
Hf3B2F2S2,number,187,True,False
Hf3B2F2Se2,number,187,True,False
Hf3B2F2Te2,number,187,True,False
Hf3B2H2,number,187,True,False
Hf3B2H2O2,number,187,True,False
Hf3B2H2S2,number,187,True,False
Hf3B2H2Se2,number,187,True,False
Hf3B2H2Te2,number,187,True,False
Hf3B2O2,number,187,True,False
Hf3B2S2,number,187,True,False
Hf3Br2NS,number,8,True,False
Hf3Br2O5,number,1,True,False
Hf3Br3GeTe5,number,8,True,False
Hf3BrClN2,number,8,True,False
Hf3BrIO2,number,8,True,False
Hf3C2,number,187,True,False
Hf3C2Cl2,number,187,True,False
Hf3C2F2,number,187,True,False
Hf3C2F2S2,number,187,True,False
Hf3C2F2Se2,number,187,True,False
Hf3C2F2Te2,number,187,True,False
Hf3C2H2,number,187,True,False
Hf3C2H2O2,number,187,True,False
Hf3C2H2S2,number,187,True,False
Hf3C2H2Se2,number,187,True,False
Hf3C2H2Te2,number,187,True,False
Hf3C2O2,number,187,True,False
Hf3C2S2,number,187,True,False
Hf3Cl2N2,number,187,True,False
Hf3Cl2NO2,number,12,True,False
Hf3Cl2O5,number,8,True,False
Hf3Cl4GeS3Se,number,25,True,False
Hf3Cl4Se,number,191,True,False
Hf3ClI2NO,number,1,True,False
Hf3F2N2,number,187,True,False
Hf3F2N2S2,number,187,True,False
Hf3F2N2Se2,number,187,True,False
Hf3F2N2Te2,number,187,True,False
Hf3H2N2,number,187,True,False
Hf3H2N2O2,number,187,True,False
Hf3H2N2S2,number,187,True,False
Hf3H2N2Se2,number,187,True,False
Hf3H2N2Te2,number,187,True,False
Hf3INS3,number,1,True,False
Hf3MnBrIS2,number,1,True,False
Hf3MoBr3Cl3SSe,number,1,True,False
Hf3MoBr5I3,number,1,True,False
Hf3MoClISSe2Te,number,1,True,False
Hf3N2,number,187,True,False
Hf3N2O2,number,187,True,False
Hf3N2S2,number,187,True,False
Hf3S2,number,123,True,True
Hf3ScBr4N3O,number,8,True,False
Hf3Se2,number,123,True,True
Hf3TaI4Te4,number,1,True,False
Hf3Te2,number,123,True,True
Hf3TiBr4S3Se,number,8,True,False
Hf3TiO8,number,10,True,False
Hf3TiS8,number,6,True,False
Hf3TiSe8,number,6,True,False
Hf3TiTe8,number,25,True,False
Hf3VBr2Cl2O4,number,1,True,False
Hf3WClI4O2Se,number,1,True,False
Hf3ZnBrI3O4,number,8,True,False
Hf3ZrBr3ClO4,number,8,True,False
Hf3ZrBr3ClSSe3,number,1,True,False
Hf3ZrBr3IO4,number,6,True,False
Hf3ZrCl4N4,number,35,True,False
Hf3ZrCl6O2,number,1,True,False
Hf3ZrI6Se2,number,1,True,False
Hf3ZrO8,number,1,True,False
Hf3ZrO8,number,164,True,False
Hf3ZrS8,number,164,True,False
Hf3ZrS8,number,6,True,False
Hf3ZrSe8,number,6,True,False
Hf3ZrTe8,number,25,True,False
Hf4B3,number,164,True,False
Hf4B3Cl2,number,164,True,False
Hf4B3F2,number,164,True,False
Hf4B3F2S2,number,164,True,False
Hf4B3H2,number,164,True,False
Hf4B3H2O2,number,164,True,False
Hf4B3H2S2,number,164,True,False
Hf4B3O2,number,164,True,False
Hf4B3S2,number,164,True,False
Hf4Br2Cl2N2OS,number,1,True,False
Hf4Br2ClIO4,number,8,True,False
Hf4Br3ClN4,number,35,True,False
Hf4Br3ClO4,number,1,True,False
Hf4Br3ClS2Se2,number,35,True,False
Hf4Br3IN4,number,35,True,False
Hf4Br3IS3Se,number,3,True,False
Hf4Br3S5,number,8,True,False
Hf4Br4O4,number,7,True,False
Hf4Br4S4,number,31,True,False
Hf4Br4Se4,number,31,True,False
Hf4Br4Te4,number,31,True,False
Hf4BrCl2IS4,number,35,True,False
Hf4C3,number,164,True,False
Hf4C3Cl2,number,164,True,False
Hf4C3F2,number,164,True,False
Hf4C3F2S2,number,164,True,False
Hf4C3H2,number,164,True,False
Hf4C3H2O2,number,164,True,False
Hf4C3H2S2,number,164,True,False
Hf4C3O2,number,164,True,False
Hf4C3S2,number,164,True,False
Hf4Cl2IN2O3,number,1,True,False
Hf4Cl2N3,number,164,True,False
Hf4Cl4NO3,number,3,True,False
Hf4Cl4O4,number,7,True,False
Hf4Cl4S4,number,31,True,False
Hf4Cl4Se4,number,31,True,False
Hf4Cl4Te4,number,31,True,False
Hf4Cl6O2,number,8,True,False
Hf4ClH3O7,number,1,True,False
Hf4F2N3,number,164,True,False
Hf4F2N3S2,number,164,True,False
Hf4F4O4,number,31,True,False
Hf4F4S4,number,31,True,False
Hf4F4Se4,number,31,True,False
Hf4F4Te4,number,31,True,False
Hf4H2N3,number,164,True,False
Hf4H2N3O2,number,164,True,False
Hf4H2N3S2,number,164,True,False
Hf4I4O4,number,7,True,False
Hf4I4S4,number,7,True,False
Hf4I4Se4,number,31,True,False
Hf4I4Te4,number,31,True,False
Hf4N3,number,164,True,False
Hf4N3O2,number,164,True,False
Hf4N3S2,number,164,True,False
Hf4O14,number,1,False,True
Hf4O8,number,11,False,True
Hf4O8,number,164,False,True
Hf4O8,number,25,False,True
Hf4O8,number,29,True,False
Hf4S2Se6,number,12,True,False
Hf4Se5Te3,number,156,True,False
Hf4Se7Te,number,1,True,False
Hf4TiVBr4CCl2NO2,number,1,True,False
Hf6CClIN2O4,number,1,True,False
Hf6O6,number,129,False,True
Hf7S12,number,157,True,False
Hf7Se12,number,157,True,False
Hf7Te12,number,162,True,False
Hf8S12,number,157,True,False
Hf8Se12,number,157,True,False
Hf8Te12,number,162,True,False
Hf9S12,number,156,True,False
Hf9Se12,number,164,True,False
Hf9Te12,number,164,True,False
HfAs2,number,164,True,True
HfAs2,number,187,True,False
HfAs2F2O6,number,164,True,False
HfAs2F2S6,number,164,True,False
HfAs2H2O6,number,164,True,False
HfAs2H2S6,number,164,True,False
HfAsSb,number,156,True,False
HfBr2,number,115,True,False
HfBr2,number,164,True,True
HfBr2,number,187,True,False
HfBr2Ge,number,1,True,False
HfBr2GeS2,number,25,True,False
HfBr2Se,number,25,True,False
HfBr4,number,123,False,True
HfBrCl,number,156,True,False
HfBrClN,number,6,True,False
HfBrF,number,156,True,False
HfBrF2,number,8,True,False
HfBrGeISSe,number,25,True,False
HfBrI,number,156,True,False
HfBrNSe,number,8,True,False
HfBrOTe,number,8,True,False
HfCHO,number,156,True,False
HfCl2,number,115,True,False
HfCl2,number,164,True,True
HfCl2,number,187,True,False
HfCl2Ge,number,8,True,False
HfCl2GeO3,number,8,True,False
HfCl2GeS2,number,6,True,False
HfCl2N,number,25,True,False
HfCl2O3Sb,number,8,True,False
HfCl3GeS3,number,1,True,False
HfCl4,number,123,False,True
HfCl4Ge,number,65,True,False
HfCl6Te4,number,2,False,True
HfClF,number,156,True,False
HfClHSe,number,156,True,False
HfClI,number,156,True,False
HfClIO,number,99,True,False
HfClISe,number,6,True,False
HfF2,number,115,True,False
HfF2,number,164,True,True
HfF2,number,187,True,False
HfF2N,number,25,True,False
HfF2O,number,25,True,False
HfF2O6P2,number,164,True,False
HfF2O6Sb2,number,164,True,False
HfF2P2S6,number,164,True,False
HfF2S6Sb2,number,164,True,False
HfF3,number,25,True,False
HfF4,number,123,False,True
HfFI,number,156,True,False
HfGe3O8,number,164,True,False
HfGeI2N,number,8,True,False
HfGeI2SSe,number,6,True,False
HfGeISe,number,6,True,False
HfGeSeTe3,number,6,True,False
HfGeTe2,number,99,True,False
HfH2,number,187,True,False
HfH2O2,number,164,True,False
HfH2O6P2,number,164,True,False
HfH2O6Sb2,number,164,True,False
HfH2P2S6,number,164,True,False
HfH2S6Sb2,number,164,True,False
HfHO2,number,156,True,False
HfI2,number,115,True,False
HfI2,number,164,True,True
HfI2,number,187,True,False
HfI2N,number,156,True,False
HfI2O,number,156,True,False
HfI4,number,123,False,True
HfITe,number,156,True,False
HfInIrMnScCl2HO8,number,1,True,False
HfIr2MnBr4SSe3,number,1,True,False
HfIrBr4Cl2,number,1,True,False
HfK2F6O6,number,147,True,False
HfK2F6S6,number,147,True,False
HfK2H6O6,number,147,True,False
HfK2H6S6,number,147,True,False
HfLi2,number,187,True,False
HfLi2F6O6,number,143,True,False
HfLi2H6O6,number,147,True,False
HfLi2H6S6,number,147,True,False
HfMg6BO7,number,99,False,True
HfMg6Nb,number,25,False,True
HfMg6RbO7,number,99,False,True
HfMn2BrIO3,number,35,True,False
HfMn2MoBr7Cl,number,1,True,False
HfMn3Br4S4,number,35,True,False
HfMn3Cl3S4Se,number,1,True,False
HfMnBr2N,number,156,True,False
HfMnBr2O2,number,8,True,False
HfMnBr2S2,number,8,True,False
HfMnBr6,number,149,True,False
HfMnBrI3,number,8,True,False
HfMnBrIS2,number,25,True,False
HfMnCl2N2,number,156,True,False
HfMnCl2O2,number,8,True,False
HfMnCl6,number,149,True,False
HfMnClI,number,6,True,False
HfMnClISSeTe,number,1,True,False
HfMnF6,number,1,True,False
HfMnGeSe2,number,156,True,False
HfMnI2N,number,156,True,False
HfMnI2O,number,8,True,False
HfMnI6,number,149,True,False
HfMnOTe2,number,8,True,False
HfMnTe2,number,156,True,False
HfMnWBrI2S3Se,number,1,True,False
HfMnZnZr3Cl5PS7Se,number,1,True,False
HfMo2O8,number,164,True,False
HfMo2S8,number,164,True,False
HfMo2ZrO8,number,3,True,False
HfMoBr2ISe2Te,number,1,True,False
HfMoBr2O2,number,1,True,False
HfMoClIO2,number,1,True,False
HfMoRhI2S4,number,8,True,False
HfMoVBr8GeO2,number,6,True,False
HfMoVBrSe6,number,1,True,False
HfMoZrBr5ClS3,number,1,True,False
HfN2,number,164,False,True
HfNa2,number,187,True,False
HfNa2F6O6,number,143,True,False
HfNa2H6O6,number,147,True,False
HfNa2H6O6,number,162,False,True
HfNa2H6S6,number,147,True,False
HfNa2N2,number,164,False,True
HfNb2ZrBr3ClO4,number,1,True,False
HfNb2ZrTe8,number,12,True,False
HfNbBr2N2,number,25,True,False
HfNbBr3IS2,number,1,True,False
HfNbBr4,number,123,True,False
HfNbScHO6,number,1,True,False
HfNbZr2Cl5O2Se,number,1,True,False
HfNiBr6,number,149,True,False
HfNiCl6,number,149,True,False
HfNiF6,number,149,True,False
HfNiH6,number,149,True,False
HfNiI6,number,149,True,False
HfNiTi2I4S6,number,1,True,False
HfO2,number,115,True,False
HfO2,number,164,True,False
HfO2,number,187,True,False
HfO2,number,191,False,True
HfOS,number,156,True,False
HfOSe,number,156,True,False
HfOTe,number,156,True,False
HfOsI2Se2,number,6,True,False
HfP2,number,164,True,True
HfP2,number,187,True,False
HfPSb,number,156,True,False
HfPd2,number,65,True,False
HfPd2F8,number,2,True,False
HfPd2H2O6,number,1,True,False
HfPd2ZrI4S4,number,3,True,False
HfPd2ZrS8,number,3,True,False
HfPdBr2O2,number,25,True,False
HfPdBr4ClI,number,1,True,False
HfPdBr6,number,149,True,False
HfPdBrIO2,number,1,True,False
HfPdCl6,number,149,True,False
HfPdF6,number,149,True,False
HfPdF6,number,5,True,False
HfPdI6,number,149,True,False
HfPtRhRuCl4O4,number,1,True,False
HfRe2RhBrISe6,number,1,True,False
HfRh3Br4S4,number,1,True,False
HfRhBr2S2,number,6,True,False
HfRhBrSe2,number,156,True,False
HfRhGe2O8,number,10,True,False
HfRuBrClS2,number,8,True,False
HfRuCl4,number,6,True,False
HfS2,number,115,True,False
HfS2,number,123,False,True
HfS2,number,164,True,True
HfS2,number,187,True,False
HfSSe,number,156,True,False
HfSTe,number,156,True,False
HfSb2,number,164,True,True
HfSb2,number,187,True,False
HfSc2I2S2Se,number,25,True,False
HfSc2ZrCl2O5,number,1,True,False
HfScBr2I2,number,115,True,False
HfScBr2O,number,47,True,False
HfScBr2SSe,number,25,True,False
HfScCl2O2,number,6,True,False
HfScClIO,number,156,True,False
HfScI2NO,number,25,True,False
HfScZrBr2NO,number,6,True,False
HfScZrI2NO3,number,8,True,False
HfSe2,number,115,True,False
HfSe2,number,123,False,True
HfSe2,number,164,True,True
HfSe2,number,187,True,False
HfSe4Te,number,10,False,True
HfSeTe,number,156,True,False
HfSn3FO7,number,1,True,False
HfSnCl4O2,number,65,True,False
HfTaI2S,number,156,True,False
HfTaNO3,number,25,False,True
HfTaTe2,number,8,True,False
HfTe2,number,115,True,False
HfTe2,number,123,False,True
HfTe2,number,164,True,True
HfTe2,number,187,True,False
HfTi2Br2ClNS2Se,number,1,True,False
HfTi3O8,number,1,True,False
HfTi3S8,number,1,True,False
HfTi3Se8,number,3,True,False
HfTi3Te8,number,25,True,False
HfTiBr2NS,number,6,True,False
HfTiBrI3OS,number,1,True,False
HfTiBrISe2,number,25,True,False
HfTiCl3S,number,3,True,False
HfTiCl6,number,5,True,False
HfTiClSTe2,number,1,True,False
HfTiI2O2,number,25,True,False
HfTiINS,number,156,True,False
HfTiIS3,number,8,True,False
HfTiITe,number,25,True,False
HfTiZrCl2HO4,number,1,True,False
HfTlClINO,number,6,True,False
HfV2BrClO3,number,1,True,False
HfV2I2O4,number,8,True,False
HfVBrHO4Sb,number,1,True,False
HfVBrI3NO,number,1,True,False
HfVBrIO2,number,6,True,False
HfVBrIO3,number,8,True,False
HfVBrSe,number,25,True,False
HfVGe2Se8,number,1,True,False
HfVNSe2,number,156,True,False
HfVO2,number,25,True,False
HfVOSe2,number,156,True,False
HfVS2,number,25,True,False
HfW2Ge2I6S2Se,number,1,True,False
HfW2O8,number,164,True,False
HfW2S8,number,164,True,False
HfWBr2O2,number,6,True,False
HfWBr2O3,number,8,True,False
HfWZr2BCl6GeO3Se,number,1,True,False
HfYCl5I,number,1,True,False
HfZnBr2O,number,8,True,False
HfZnBrClO2,number,8,True,False
HfZnCl2O2,number,25,True,False
HfZnF6,number,149,True,False
HfZnI2O2,number,6,True,False
HfZnOTe2,number,8,True,False
HfZnS2,number,6,True,False
HfZnSTe,number,156,True,False
HfZr2Br4S2,number,6,True,False
HfZr2BrClNO,number,25,True,False
HfZr2Cl2SSe2,number,25,True,False
HfZr2I2S3,number,8,True,False
HfZr2I2Se3,number,1,True,False
HfZr3BrCl7,number,1,True,False
HfZr3Cl4Ge2N6,number,1,True,False
HfZr3I4S4,number,25,True,False
HfZr3O8,number,1,True,False
HfZr3S4Te4,number,156,True,False
HfZr3S8,number,1,True,False
HfZr3Se8,number,1,True,False
HfZr3Te8,number,25,True,False
HfZrBr3I,number,25,True,False
HfZrBrCl2Te,number,25,True,False
HfZrBrClN2,number,25,True,False
HfZrBrClO2,number,8,True,False
HfZrBrI3O2,number,8,True,False
HfZrBrI4Se,number,1,True,False
HfZrBrISe2,number,25,True,False
HfZrCl2IS3,number,8,True,False
HfZrCl2NO2,number,6,True,False
HfZrCl3Se,number,6,True,False
HfZrClIN,number,8,True,False
HfZrClTe3,number,1,True,False
HfZrI2N,number,25,True,False
HfZrI2O2,number,25,True,False
HfZrI2S,number,156,True,False
HfZrI2S2,number,25,True,False
HfZrI2S4,number,1,True,False
HfZrI2STe2,number,38,True,False
HfZrI4S2,number,65,True,False
HfZrSTe2,number,8,True,False
HfZrSe2,number,6,True,False
HfZrSe2Te2,number,1,True,False
Hg,number,191,False,True
Hg10F4,number,1,True,False
Hg12As4S12Sb4,number,14,False,True
Hg12S12,number,156,False,True
Hg12Se12,number,156,False,True
Hg12Se12,number,39,True,False
Hg12Te12,number,156,False,True
Hg2As2O6,number,162,True,False
Hg2As2S6,number,162,True,False
Hg2As2Se6,number,162,True,False
Hg2As2Te6,number,162,True,False
Hg2Br2,number,129,True,False
Hg2Br2,number,164,True,False
Hg2Br2Cl2,number,8,True,False
Hg2Br2F2,number,31,True,False
Hg2Br2F2,number,7,True,False
Hg2Br2I2,number,25,True,False
Hg2Br2I2,number,26,True,False
Hg2Br2N2,number,59,True,False
Hg2Br2O2,number,59,True,False
Hg2Br2O4Sb2,number,11,True,False
Hg2Br2S2,number,11,False,True
Hg2Br2S2,number,59,True,False
Hg2Br2S4Sb2,number,11,True,False
Hg2Br2Se2,number,59,True,False
Hg2Br2Te2,number,59,True,False
Hg2C2N4,number,11,False,True
Hg2Cl2,number,129,True,False
Hg2Cl2,number,164,True,False
Hg2Cl2F2,number,7,True,False
Hg2Cl2H4N2,number,51,False,True
Hg2Cl2N2,number,51,False,True
Hg2Cl2N2,number,59,True,False
Hg2Cl2O2,number,59,True,False
Hg2Cl2S2,number,59,True,False
Hg2Cl2S4,number,4,True,False
Hg2Cl2S4Sb2,number,11,True,False
Hg2Cl2Se2,number,59,True,False
Hg2Cl2Te2,number,59,True,False
Hg2F2,number,164,True,False
Hg2F2O4Sb2,number,11,True,False
Hg2F2S4Sb2,number,11,True,False
Hg2F2Se2,number,59,True,False
Hg2F2Te2,number,59,True,False
Hg2F4,number,59,True,False
Hg2F4S10,number,7,True,False
Hg2F4S8Se2,number,7,True,False
Hg2F4S8Te2,number,31,True,False
Hg2GeO4,number,21,True,True
Hg2GeS4,number,21,True,False
Hg2H4O8S2,number,31,True,False
Hg2H4O8Se2,number,31,True,False
Hg2H4O8Te2,number,31,True,False
Hg2H4S10,number,31,True,False
Hg2H4S8Se2,number,31,True,False
Hg2H4S8Te2,number,31,True,False
Hg2I2,number,129,True,False
Hg2I2,number,164,True,False
Hg2I2N2,number,59,True,False
Hg2I2N2O6,number,26,False,True
Hg2I2O2,number,59,True,False
Hg2I2O4Sb2,number,11,True,False
Hg2I2S,number,38,True,False
Hg2I2S2,number,59,True,False
Hg2I2S4,number,17,True,False
Hg2I2S4Sb2,number,11,True,False
Hg2I2Se2,number,59,True,False
Hg2I2Te2,number,59,True,False
Hg2I4,number,28,True,False
Hg2K2I6,number,162,True,False
Hg2K4Br8,number,11,True,False
Hg2K4Cl8,number,11,True,True
Hg2K4F8,number,51,True,False
Hg2K4I8,number,11,True,False
Hg2Li2Br6,number,162,True,False
Hg2Li2Cl6,number,162,True,False
Hg2Li2I6,number,162,True,False
Hg2Mn3O8,number,10,True,False
Hg2Mn3S8,number,10,True,False
Hg2Na2Br6,number,162,True,False
Hg2Na2Cl6,number,11,False,True
Hg2Na2I6,number,162,True,False
Hg2Na4Br8,number,11,True,False
Hg2Na4Cl8,number,11,True,False
Hg2Na4F8,number,51,True,False
Hg2Na4I8,number,11,True,False
Hg2NaTl3F6NO2,number,1,True,False
Hg2O12Te4,number,2,False,True
Hg2O2,number,164,True,False
Hg2O4,number,14,True,False
Hg2O4,number,164,True,False
Hg2O4Si,number,21,True,True
Hg2O6P2,number,162,True,False
Hg2O6Sb2,number,162,True,False
Hg2O8S2,number,31,False,True
Hg2O8Se2,number,31,False,True
Hg2OSe,number,8,True,False
Hg2P2S6,number,162,True,False
Hg2P2S6,number,2,False,True
